resonant frequency [GHz],U at reflection circle (neg rho) [mU],Phase offset [degrees],FWHM [MHz],U at reflection circle (pos rho) [mU],U (diameter of resonant circle) [mU]
2.992362525013,866.1,28,1.50075,827.9,443.5
