res_freq,rho_res,rho_res_err,kappa,kappa_err,rho_hfwhm,rho_hfwhm_err,half_fwhm,fwhm,Q,Q_err,Q0,Q0_err,residual
2.992206875,-5.445,0.01,-1.44994,0.0010122469224530285,-3.914589,0.01532293561372151,0.00106875,0.0021375,1399.862865497076,9.261778306381974,629.8542977017544,4.401571932088833,0.06680655820249992
4.53973125,-40.0,5.0,-1.051282,0.006574621959237344,-28.2931,1.0162935809503415,0.0002875,0.000575,7895.184782608696,194.18221579481943,404.88086602173956,52.85440609295767,0.12142757012676952
6.21559375,-2.37,0.05,-2.459865,0.053279343598486864,-1.8189145,0.05158807695524841,0.00278125,0.0055625,1117.4101123595506,2.8409107680589663,1631.2679136797756,59.679159659124586,0.031741347000680875
6.940125,-9.575,0.5,-1.23323,0.01359977560370254,-6.80737,0.12933242840012255,0.0028125,0.005625,1233.8,3.101967582035635,287.75917400000003,16.794992745411324,0.22511059868457384
7.75975,-4.13,0.08,-1.638977,0.01633169676122039,-3.004737,0.061107951268940135,0.004375,0.00875,886.8285714285714,1.4333315347224527,566.6630600857142,14.512344031705544,0.001531300353075693
