res_freq,rho_res,rho_res_err,kappa,kappa_err,rho_hfwhm,rho_hfwhm_err,half_fwhm,Q,Q_err,Q0,Q0_err,residual
2.98690625,-2.404,0.005,-2.424501,0.00507301077101647,-1.841088,0.00506196373073455,0.00203125,735.2384615384616,2.5594691054849648,1047.3479237,5.215843185252313,0.061505933202500085
4.49725,-1.27,0.02,-8.407407,0.5486968449931412,-1.143,0.08290977471971377,0.0006875,3270.727272727273,33.640050145007564,24227.60809509091,1811.854860646115,0.16390882012676933
6.2078875,-3.755,0.01,-1.727008,0.002635037434000547,-2.744995,0.04030546465333047,0.00040625000000000004,7640.4769230769225,132.98789045147657,5554.687846892308,98.7572184539613,0.0394475970006809
7.74540625,-6.625,0.03,-1.35555,0.0018962962962962963,-4.73764,0.07039618869130476,0.0004375,8851.892857142857,143.06819361405948,3147.290505357143,53.565906510121266,0.015875050353075792
