"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.029214250E0,2.547865734E-5,-9.229965508E-5,3.623786615E-4,3.748155315E-4
1.039263250E0,-2.229942475E-4,-1.137057785E-3,-7.913027075E-4,1.403134639E-3
1.049313250E0,5.936950329E-4,-7.959157228E-4,5.332304281E-4,1.127071568E-3
1.059362250E0,1.713021658E-3,-1.262235455E-3,-3.424169263E-4,2.155210175E-3
1.069411250E0,3.256365890E-4,2.389885020E-3,-5.691049155E-4,2.478198943E-3
1.079461250E0,-8.043426787E-4,2.197871450E-3,2.447571023E-4,2.353191895E-3
1.089510250E0,1.824460633E-4,1.548262779E-3,2.563610440E-3,3.000417085E-3
1.099559250E0,-1.143009169E-3,-1.641404815E-3,-9.528276278E-4,2.215527074E-3
1.109609250E0,1.067948528E-3,-7.747649215E-4,9.385967860E-4,1.619178393E-3
1.119658250E0,1.039186260E-3,5.368422717E-4,6.869280478E-4,1.356457832E-3
1.129707250E0,1.146381837E-3,8.156765252E-4,-1.409771969E-3,1.991727018E-3
1.139757250E0,-7.742899470E-4,-1.375305932E-3,-9.069671505E-4,1.820324350E-3
1.149806250E0,-6.641522632E-4,-2.024769783E-4,3.325407160E-4,7.698561445E-4
1.159855250E0,1.316002454E-4,-1.345663331E-4,-9.284660919E-4,9.473521026E-4
1.169905375E0,1.144282403E-3,8.602766320E-5,-6.679765647E-4,1.327770940E-3
1.179954375E0,-8.581483271E-4,2.146582119E-4,-1.860007411E-3,2.059641781E-3
1.190003375E0,2.170224907E-3,-1.323331147E-3,1.610835316E-4,2.546964738E-3
1.200053375E0,7.286558393E-4,-1.864833757E-5,-7.878007600E-4,1.073274024E-3
1.210102375E0,-1.526183914E-3,-2.120612189E-4,5.009505549E-4,1.620234168E-3
1.220151375E0,-1.855485607E-4,1.760808285E-3,2.761441749E-3,3.280310140E-3
1.230201375E0,2.883485868E-4,1.014667097E-3,8.678114973E-4,1.365939611E-3
1.240250375E0,-7.890132838E-5,1.749699935E-3,-5.354080931E-4,1.831484947E-3
1.250299375E0,5.975108361E-4,3.005912527E-3,-8.956550155E-4,3.192918293E-3
1.260349375E0,-1.380542526E-4,-1.540369354E-3,1.480417326E-3,2.140895183E-3
1.270398375E0,-1.135813771E-3,-4.974086769E-4,5.029307795E-4,1.338068639E-3
1.280447375E0,-2.425316256E-3,-3.045955673E-4,2.051026328E-3,3.190869223E-3
1.290497375E0,3.758159874E-4,-5.021668039E-4,2.069136826E-5,6.275645688E-4
1.300546375E0,-7.938443450E-4,-1.461021602E-4,1.573115587E-4,8.223634305E-4
1.310595375E0,1.582345576E-3,-2.578219399E-3,-9.577019373E-4,3.173046768E-3
1.320645375E0,-2.019579755E-3,-4.508863203E-4,-1.054374618E-3,2.322435509E-3
1.330694375E0,1.418814994E-3,1.486232504E-3,-4.424252547E-4,2.101823768E-3
1.340743375E0,6.379865226E-5,7.213726640E-4,-1.413413789E-3,1.588139581E-3
1.350793375E0,1.689873636E-3,-1.134910155E-3,5.634247791E-4,2.112141436E-3
1.360842375E0,2.195424022E-4,-1.945476979E-4,2.108857036E-3,2.129160790E-3
1.370891375E0,6.445383769E-4,7.223747671E-4,-1.835188014E-3,2.074890375E-3
1.380941375E0,-2.127331682E-4,6.083915941E-4,8.985468885E-4,1.105794847E-3
1.390990375E0,-1.865031430E-3,-2.577083651E-3,1.013517613E-5,3.181164111E-3
1.401039375E0,-5.574193783E-4,8.341590874E-4,-2.516535460E-4,1.034343876E-3
1.411089375E0,5.884038401E-4,2.243526280E-3,-4.707474727E-5,2.319880445E-3
1.421138375E0,-4.515605397E-4,2.005706541E-3,-2.489423787E-4,2.070926836E-3
1.431187375E0,-2.672808478E-5,2.147772349E-3,-1.229103305E-3,2.474739459E-3
1.441237375E0,-1.870503766E-4,2.049962059E-4,2.100689453E-4,3.480520788E-4
1.451286375E0,-5.172878446E-5,1.200388186E-3,2.736837487E-4,1.232278563E-3
1.461335375E0,-2.120510762E-4,-1.447745599E-4,7.900706260E-4,8.307448020E-4
1.471385375E0,2.788190497E-3,1.373337582E-3,2.173015848E-3,3.792368684E-3
1.481434375E0,-9.436970577E-4,-6.306911819E-4,1.803635387E-3,2.131064549E-3
1.491483375E0,6.039043365E-5,1.970914192E-3,-9.006698383E-4,2.167799787E-3
1.501533375E0,-1.384640811E-3,1.143736299E-3,-9.241056396E-4,2.019736154E-3
1.511582375E0,3.428944387E-3,5.978387780E-4,1.032497385E-3,3.630581449E-3
1.521631375E0,5.274303840E-4,1.580012497E-3,7.613876369E-4,1.831483943E-3
1.531681375E0,7.787787472E-4,-3.394973464E-4,2.064005821E-4,8.742745482E-4
1.541730375E0,1.611016574E-3,-6.915670820E-4,6.689917063E-4,1.876483236E-3
1.551779375E0,-6.571791891E-5,2.870466560E-4,-5.063683493E-4,5.857674733E-4
1.561829375E0,1.164423084E-4,-2.415263094E-3,1.913646120E-3,3.083682230E-3
1.571878375E0,-1.177681843E-3,9.677708149E-4,4.008384421E-4,1.576130175E-3
1.581927375E0,4.873265279E-4,6.487243809E-4,9.467864875E-4,1.246890180E-3
1.591977375E0,-1.648414414E-3,1.255813520E-3,7.677307585E-4,2.209920405E-3
1.602026375E0,4.099428770E-4,-3.668904072E-3,1.138176536E-3,3.863205415E-3
1.612075375E0,1.323113218E-3,-2.543092705E-4,-1.112648752E-3,1.747366314E-3
1.622125375E0,-3.929173108E-3,1.843133941E-4,1.082328614E-3,4.079682337E-3
1.632174375E0,-1.831696951E-3,2.055547200E-3,-3.673877509E-4,2.777654005E-3
1.642223375E0,-1.853308931E-4,-1.460890751E-3,3.226372646E-4,1.507529148E-3
1.652273375E0,3.663924988E-3,-1.115633175E-3,-1.474124147E-4,3.832846739E-3
1.662322375E0,1.061750343E-3,-8.756825700E-4,1.996166073E-3,2.424626310E-3
1.672371375E0,1.699489076E-6,3.058395814E-3,-7.562830579E-4,3.150516134E-3
1.682421375E0,7.071708678E-4,5.449042656E-4,8.466735599E-4,1.230393194E-3
1.692470375E0,2.787688281E-4,1.570925582E-3,-4.027215473E-4,1.645510221E-3
1.702519375E0,-2.379864920E-3,1.276113093E-3,-1.741226297E-3,3.213112304E-3
1.712569375E0,4.512632731E-4,-1.426002942E-3,-8.500063559E-4,1.720358607E-3
1.722618375E0,1.432105433E-3,2.399893943E-3,1.590248081E-3,3.215479104E-3
1.732668375E0,2.670802642E-3,3.596930765E-4,-1.246480970E-4,2.697795954E-3
1.742717375E0,-1.895986032E-3,-8.413926698E-4,-2.878998639E-4,2.094180267E-3
1.752766375E0,3.967789817E-4,1.595974900E-4,-8.797433693E-4,9.781887931E-4
1.762816375E0,1.209842041E-3,-1.671724021E-4,-7.862664061E-4,1.452542336E-3
1.772865375E0,-1.237617340E-3,-2.338294871E-4,1.615763293E-3,2.048673700E-3
1.782914375E0,1.152569661E-3,1.492431387E-3,-1.256189542E-3,2.265784728E-3
1.792964375E0,-9.785774164E-4,1.115677878E-4,4.702445585E-5,9.860387571E-4
1.803013375E0,-5.692495033E-4,-1.965431497E-3,-2.081373939E-3,2.918746895E-3
1.813062375E0,3.803751897E-4,-7.808804512E-4,1.629825216E-3,1.846832369E-3
1.823112375E0,2.610772615E-3,-1.424033660E-3,1.403989037E-3,3.288645729E-3
1.833161375E0,-1.172138145E-3,-2.062250860E-4,-4.512492451E-4,1.272816758E-3
1.843210375E0,-1.440318534E-3,-3.947769292E-4,4.438391188E-4,1.557998545E-3
1.853260375E0,2.438033232E-3,-1.754531171E-3,-1.129238517E-4,3.005850540E-3
1.863309375E0,-1.455508405E-3,1.657510642E-3,-8.799142670E-4,2.374888495E-3
1.873358375E0,-1.908258768E-3,-5.654869601E-4,-1.379647525E-3,2.421704838E-3
1.883408375E0,-1.766844885E-3,5.689403042E-5,1.171660610E-3,2.120793805E-3
1.893457375E0,-1.931778097E-4,4.595564678E-5,2.375865588E-4,3.096400500E-4
1.903506375E0,2.520141425E-5,-1.468051225E-3,2.030160278E-3,2.505466077E-3
1.913556375E0,4.959846847E-4,1.699004322E-3,2.994386712E-3,3.478357123E-3
1.923605375E0,3.561687190E-4,2.350644208E-4,-8.861051756E-4,9.835109662E-4
1.933654375E0,-9.101220639E-4,3.545899410E-3,-5.873019109E-4,3.707647277E-3
1.943704375E0,-1.276040450E-3,4.837969318E-4,2.267340431E-3,2.646350568E-3
1.953753375E0,1.233287971E-3,-9.046541527E-4,-5.197969731E-4,1.615421693E-3
1.963802375E0,1.717716921E-3,-1.660991926E-3,-8.761279169E-4,2.545004072E-3
1.973852375E0,6.585143856E-4,-1.339419279E-3,8.143570740E-4,1.700253700E-3
1.983901375E0,-1.005694969E-3,-1.358327921E-3,-8.872087346E-5,1.692438627E-3
1.993950375E0,-1.638740534E-3,-7.230741903E-5,-9.340053657E-4,1.887608255E-3
2.004000375E0,1.106445794E-3,-2.589947544E-4,-5.465153954E-4,1.260943954E-3
2.014049375E0,1.126461662E-3,4.183580168E-4,5.559038837E-4,1.323997143E-3
2.024098375E0,2.393627365E-4,-7.166387513E-5,3.162193461E-4,4.030197334E-4
2.034148375E0,9.585399530E-4,2.518463414E-3,-2.178002382E-3,3.464845045E-3
2.044197375E0,2.840862144E-3,-3.345808946E-4,-3.229349386E-5,2.860679109E-3
2.054246375E0,1.499736216E-3,-1.822687685E-3,2.911768388E-3,3.748305519E-3
2.064296375E0,-2.586085349E-3,7.917378098E-4,-1.471383730E-4,2.708567129E-3
2.074345375E0,7.224163273E-4,-5.793822929E-4,1.538841520E-3,1.795996218E-3
2.084394375E0,-1.495197881E-3,3.617787734E-4,-1.017260365E-3,1.844266585E-3
2.094444375E0,-7.635029033E-4,-2.539856359E-5,1.439220156E-3,1.629397566E-3
2.104493375E0,1.267689979E-3,-6.507085636E-4,-1.336859073E-3,1.953881189E-3
2.114542375E0,-2.387772314E-3,-4.809503444E-4,4.502661177E-4,2.476996051E-3
2.124592375E0,1.622948446E-3,-6.077168509E-4,-1.236580079E-3,2.128946153E-3
2.134641375E0,-1.974269398E-4,1.322649885E-3,-3.078320588E-4,1.372275734E-3
2.144690375E0,-1.795323682E-3,2.832179889E-4,-5.440544337E-4,1.897207100E-3
2.154740375E0,-4.676164826E-5,-1.301566605E-3,1.748108305E-3,2.179941496E-3
2.164789375E0,-6.931108655E-4,1.748817973E-3,-2.146764658E-3,2.854359030E-3
2.174837917E0,1.745589543E-3,1.482301392E-3,1.487173722E-4,2.294867562E-3
2.184887917E0,-9.870799258E-4,8.311588317E-4,-2.174672845E-4,1.308603761E-3
2.194936917E0,7.633072091E-4,-2.321538283E-3,-4.765023768E-4,2.489825779E-3
2.204985917E0,9.593159193E-4,-1.454693265E-4,-3.401485446E-4,1.028177704E-3
2.215035917E0,-2.218329348E-3,-3.434834071E-4,-4.249440972E-4,2.284632012E-3
2.225084917E0,1.171075855E-3,3.396174870E-4,1.487738220E-3,1.923570562E-3
2.235133917E0,4.890689161E-4,3.260523081E-4,-3.659579088E-4,6.924042918E-4
2.245183917E0,4.376699217E-4,-1.055862289E-3,7.419170579E-4,1.362659552E-3
2.255232917E0,9.419632261E-4,2.291827463E-3,1.629149658E-3,2.965450462E-3
2.265281917E0,2.683404367E-3,-1.052836888E-4,1.705582370E-3,3.181313388E-3
2.275331917E0,-3.203938017E-3,3.729411401E-4,8.502232376E-4,3.335743315E-3
2.285380917E0,1.706931042E-3,-1.526691485E-3,2.114692237E-3,3.117101816E-3
2.295429917E0,-2.088659676E-5,1.872613095E-3,1.729117590E-3,2.548914218E-3
2.305479917E0,2.049494651E-4,-9.428807534E-4,2.033783123E-3,2.251066900E-3
2.315528917E0,-2.077961690E-4,-1.312363893E-4,-2.286454197E-3,2.299624977E-3
2.325577917E0,-8.669285453E-4,8.820965886E-4,-1.062998199E-3,1.630835573E-3
2.335627917E0,5.305194645E-4,3.316947259E-4,-9.607695974E-4,1.146538492E-3
2.345676917E0,-7.166388677E-4,-4.028049298E-4,3.873225069E-4,9.087583851E-4
2.355725917E0,1.411767676E-3,6.324634887E-4,-3.651331645E-5,1.547394991E-3
2.365775917E0,-3.837356053E-4,6.175497547E-4,-1.526271226E-4,7.429103262E-4
2.375824917E0,-9.854924865E-4,3.226785921E-4,-2.297071740E-3,2.520288772E-3
2.385873917E0,-6.107856752E-4,1.684618648E-3,5.402601091E-4,1.871598279E-3
2.395923917E0,-4.584389389E-4,-3.067092039E-4,-9.183782968E-4,1.071286839E-3
2.405972917E0,-1.111627498E-4,5.428390577E-4,-1.084293239E-3,1.217671231E-3
2.416021917E0,-9.380790871E-4,3.798399121E-4,1.050804858E-4,1.017503140E-3
2.426071917E0,-3.222272266E-3,8.369656280E-5,1.491522067E-3,3.551715324E-3
2.436120917E0,5.823084502E-4,-7.549389265E-4,-6.554037100E-4,1.156965832E-3
2.446169917E0,9.319814853E-4,1.153748948E-3,1.805889886E-3,2.336870643E-3
2.456219917E0,-1.959911548E-3,-1.229490153E-4,-1.577501069E-3,2.518904396E-3
2.466268917E0,1.013241475E-3,3.263265826E-4,-1.050461549E-3,1.495532277E-3
2.476317917E0,-5.258511519E-4,5.431985483E-5,-4.851949052E-4,7.175543022E-4
2.486367917E0,8.348007395E-5,-1.529195812E-3,-2.303303918E-4,1.548696498E-3
2.496416917E0,-1.009198604E-3,2.952623181E-4,2.640493913E-3,2.842159348E-3
2.506465917E0,-3.430810990E-3,4.358771257E-4,-9.659588104E-4,3.590756096E-3
2.516515917E0,-2.187976846E-3,1.455912367E-3,-1.662363531E-3,3.109722819E-3
2.526564917E0,-3.287063446E-3,-1.194199082E-3,3.584431252E-4,3.515590849E-3
2.536613917E0,-4.489746061E-4,-1.100408379E-3,3.797225188E-3,3.978868675E-3
2.546663917E0,8.032437181E-4,1.111613121E-3,-9.463974857E-4,1.666299013E-3
2.556712917E0,-3.037298098E-3,8.811615407E-5,1.793105621E-4,3.043862098E-3
2.566761917E0,-7.821333129E-4,-1.194994897E-3,7.529554423E-4,1.614523837E-3
2.576811917E0,-2.151527442E-3,-1.053913496E-3,1.434762264E-3,2.792552013E-3
2.586860917E0,6.093716947E-4,-1.128748525E-3,-1.735198312E-3,2.157850846E-3
2.596909917E0,-8.676688303E-4,-6.198449992E-4,2.056650701E-4,1.085981189E-3
2.606959917E0,-1.319074538E-3,4.057381302E-4,1.676528947E-3,2.171481148E-3
2.617008917E0,3.021912999E-4,8.672196418E-5,2.093733987E-3,2.117206246E-3
2.627057917E0,-2.077342942E-3,4.598307423E-4,8.449779125E-4,2.289276236E-3
2.637107917E0,-9.386036545E-4,-2.025053836E-4,-6.216473994E-4,1.143866574E-3
2.647156917E0,-1.515710610E-3,-2.244350966E-3,3.671842860E-4,2.733004612E-3
2.657205917E0,-1.559824916E-3,-1.392682549E-3,-2.329578623E-3,3.130424094E-3
2.667255917E0,-7.910726708E-5,1.503238920E-3,-1.071501174E-3,1.847728329E-3
2.677304917E0,-5.455978680E-5,4.839990288E-5,-2.310695127E-4,2.423065014E-4
2.687353917E0,-1.153912628E-3,1.581581309E-3,1.486972906E-4,1.963421675E-3
2.697403917E0,1.177406171E-3,-7.503232919E-4,-1.276643598E-4,1.401987348E-3
2.707452917E0,1.592326676E-3,-4.680282436E-4,-6.738786469E-4,1.791275275E-3
2.717501917E0,-3.166089533E-3,-3.833463416E-5,-3.388876212E-4,3.184405328E-3
2.727551917E0,-3.011892550E-3,-8.254311979E-5,-7.404923090E-4,3.102682542E-3
2.737600917E0,-7.894117152E-5,8.849957958E-4,-3.289751767E-4,9.474565605E-4
2.747649917E0,-1.595611451E-3,-1.698803157E-3,-1.159223029E-4,2.333526526E-3
2.757699917E0,-2.211335232E-5,-2.695220057E-3,3.251779126E-4,2.714855582E-3
2.767748917E0,1.679380191E-3,8.766115643E-4,1.244234852E-3,2.266469949E-3
2.777798917E0,1.186464797E-3,6.038751453E-4,-9.956414578E-5,1.335019447E-3
2.787847917E0,2.964363957E-4,1.065400895E-3,4.929891438E-4,1.210781524E-3
2.797896917E0,-1.846814528E-3,1.524158288E-3,-2.392906696E-3,3.385230397E-3
2.807946917E0,-1.594879664E-3,-2.051401883E-3,-4.144442210E-4,2.631283877E-3
2.817995917E0,-2.190088853E-3,2.971994691E-4,6.364056026E-4,2.299962782E-3
2.828044917E0,1.207305584E-3,6.852219813E-4,-6.126170047E-4,1.517371257E-3
2.838094917E0,-1.267977059E-3,5.713566206E-4,-9.539554594E-4,1.686489024E-3
2.848143917E0,-1.856269315E-3,1.435286365E-3,2.039870014E-4,2.355290516E-3
2.858192917E0,-7.777126739E-4,-1.742460299E-3,6.132847047E-4,2.004276185E-3
2.868242917E0,7.810356328E-4,1.126296818E-3,1.469757408E-3,2.009663659E-3
2.878291917E0,-1.419084263E-3,2.156114206E-4,1.774601173E-3,2.282432420E-3
2.888340917E0,8.824195247E-4,-3.990465775E-4,-8.451504400E-4,1.285372185E-3
2.898390917E0,-3.063618438E-3,-1.646885183E-3,-1.284836675E-3,3.707936626E-3
2.908439917E0,-2.430584980E-3,6.599449553E-4,-9.045372717E-4,2.676090127E-3
2.918488917E0,6.449699868E-4,-4.249997437E-5,-1.554193324E-3,1.683243720E-3
2.928538917E0,7.464364171E-4,-1.001504250E-3,9.398570401E-4,1.563172845E-3
2.938587917E0,1.403933857E-3,-2.018176485E-3,4.503705422E-4,2.499379968E-3
2.948636917E0,-5.036885268E-4,-2.506333869E-3,8.724816726E-4,2.701228584E-3
2.958686917E0,7.579585072E-4,1.724692062E-3,7.486261893E-6,1.883910786E-3
2.968735917E0,-8.370087016E-4,7.861941122E-4,-1.325159566E-3,1.753491553E-3
2.978784917E0,-2.362864092E-3,1.771576703E-3,-1.784416148E-3,3.450471232E-3
2.988834917E0,-2.415594645E-3,-3.293910995E-4,2.647083951E-3,3.598701075E-3
2.998883917E0,1.139052038E-4,-6.171041168E-4,1.285083941E-3,1.430116297E-3
3.008932917E0,-3.074068809E-4,3.224592656E-4,-2.387148794E-3,2.428365362E-3
3.018982917E0,7.431400008E-4,-8.777570911E-4,-9.284388507E-4,1.478077559E-3
3.029031917E0,-6.736616488E-4,-2.249817364E-3,-1.033633715E-3,2.565910529E-3
3.039080917E0,-7.910538698E-4,2.619419247E-4,2.723462647E-3,2.848092096E-3
3.049130917E0,5.149603821E-4,-7.074489258E-4,6.834813394E-4,1.110321989E-3
