-3.2223,0.0046,8.4614,0.8020
-2.5610,0.0129,16.3718,2.3071
-1.5238,0.0079,12.9278,1.5851
-0.4530,0.0695,36.8476,18.4813
0.3728,0.0159,10.2472,4.9030
1.4201,0.0073,14.0127,1.5494
2.4598,0.0122,16.1560,2.2756
3.0456,0.0043,7.5644,0.6974
