-6.7131,0.0097,0.7595,0.0396,0.3526,0.0334,2.4031,0.0469
-5.3354,0.0269,0.5011,0.0360,0.6822,0.0961,2.6615,0.0439
-3.1746,0.0165,0.4878,0.0308,0.5387,0.0660,2.6747,0.0397
-0.9437,0.1448,0.2268,0.0343,1.5353,0.7701,2.9358,0.0425
0.7767,0.0332,0.3114,0.0807,0.4270,0.2043,2.8512,0.0845
2.9586,0.0153,0.4769,0.0288,0.5839,0.0646,2.6857,0.0382
5.1245,0.0255,0.4962,0.0347,0.6732,0.0948,2.6663,0.0428
6.3449,0.0089,0.7705,0.0383,0.3152,0.0291,2.3921,0.0458
